fighter,elo,record
Louis Smolka,1511.4424366716428,"{'January 15, 2014': {'opponent': 'Alptekin Ozkilic', 'result': 1}, 'May 10, 2014': {'opponent': 'Chris Cariaso', 'result': 0}, 'November 07, 2014': {'opponent': 'Richie Vaculik', 'result': 1}, 'July 11, 2015': {'opponent': 'Neil Seery', 'result': 1}, 'October 24, 2015': {'opponent': 'Paddy Holohan', 'result': 1}, 'July 13, 2016': {'opponent': 'Ben Nguyen', 'result': 1}, 'October 01, 2016': {'opponent': 'Brandon Moreno', 'result': 0}, 'December 30, 2016': {'opponent': 'Ray Borg', 'result': 0}, 'April 15, 2017': {'opponent': 'Tim Elliott', 'result': 0}, 'December 30, 2017': {'opponent': 'Matheus Nicolau', 'result': 0}, 'November 24, 2018': {'opponent': 'Su Mudaerji', 'result': 1}, 'March 09, 2019': {'opponent': 'Matt Schnell', 'result': 0}, 'September 14, 2019': {'opponent': 'Ryan MacDonald', 'result': 1}, 'May 30, 2020': {'opponent': 'Casey Kenney', 'result': 0}, 'December 05, 2020': {'opponent': 'Jose Quinonez', 'result': 1}}"
George Sullivan,1512.7107805959317,"{'January 25, 2014': {'opponent': 'Mike Rhodes', 'result': 1}, 'September 13, 2014': {'opponent': 'Igor Araujo', 'result': 1}, 'April 18, 2015': {'opponent': 'Tim Means', 'result': 0}, 'July 12, 2015': {'opponent': 'Dominic Waters', 'result': 1}, 'January 30, 2016': {'opponent': 'Alexander Yakovlev', 'result': 0}, 'January 27, 2018': {'opponent': 'Niko Price', 'result': 0}, 'August 25, 2018': {'opponent': 'Mickey Gall', 'result': 0}}"
Mike Rhodes,1432.8690686365928,"{'January 25, 2014': {'opponent': 'George Sullivan', 'result': 0}, 'June 28, 2014': {'opponent': 'Robert Whittaker', 'result': 0}, 'December 20, 2014': {'opponent': 'Erick Silva', 'result': 0}}"
Gasan Umalatov,1473.7991729794649,"{'February 01, 2014': {'opponent': 'Neil Magny', 'result': 0}, 'May 31, 2014': {'opponent': 'Paulo Thiago', 'result': 1}, 'October 04, 2014': {'opponent': 'Cathal Pendred', 'result': 0}, 'November 07, 2015': {'opponent': 'Viscardi Andrade', 'result': 0}}"
Anthony Rocco Martin,1550.628735985016,"{'February 01, 2014': {'opponent': 'Rashid Magomedov', 'result': 0}, 'August 23, 2014': {'opponent': 'Beneil Dariush', 'result': 0}, 'October 25, 2014': {'opponent': 'Fabricio Camoes', 'result': 1}, 'March 21, 2015': {'opponent': 'Leonardo Santos', 'result': 0}, 'January 30, 2016': {'opponent': 'Felipe Olivieri', 'result': 1}, 'January 15, 2017': {'opponent': 'Alex White', 'result': 1}, 'June 25, 2017': {'opponent': 'Johnny Case', 'result': 1}, 'September 16, 2017': {'opponent': 'Olivier Aubin-Mercier', 'result': 0}, 'April 21, 2018': {'opponent': 'Keita Nakamura', 'result': 1}, 'October 06, 2018': {'opponent': 'Ryan LaFlare', 'result': 1}, 'December 01, 2018': {'opponent': 'Jake Matthews', 'result': 1}, 'March 09, 2019': {'opponent': 'Sergio Moraes', 'result': 1}, 'June 29, 2019': {'opponent': 'Demian Maia', 'result': 0}, 'November 09, 2019': {'opponent': 'Ramazan Emeev', 'result': 1}, 'June 06, 2020': {'opponent': 'Neil Magny', 'result': 0}}"
Rashid Magomedov,1589.4018586135126,"{'February 01, 2014': {'opponent': 'Anthony Rocco Martin', 'result': 1}, 'May 31, 2014': {'opponent': 'Rodrigo Damm', 'result': 1}, 'December 20, 2014': {'opponent': 'Elias Silverio', 'result': 1}, 'November 07, 2015': {'opponent': 'Gilbert Burns', 'result': 1}, 'November 05, 2016': {'opponent': 'Beneil Dariush', 'result': 0}, 'April 15, 2017': {'opponent': 'Bobby Green', 'result': 1}}"
Kevin Lee,1585.672909559511,"{'February 01, 2014': {'opponent': 'Al Iaquinta', 'result': 0}, 'July 06, 2014': {'opponent': 'Jesse Ronson', 'result': 1}, 'September 27, 2014': {'opponent': 'Jon Tuck', 'result': 1}, 'February 14, 2015': {'opponent': 'Michel Prazeres', 'result': 1}, 'July 15, 2015': {'opponent': 'James Moontasri', 'result': 1}, 'December 12, 2015': {'opponent': 'Leonardo Santos', 'result': 0}, 'April 23, 2016': {'opponent': 'Efrain Escudero', 'result': 1}, 'July 08, 2016': {'opponent': 'Jake Matthews', 'result': 1}, 'November 19, 2016': {'opponent': 'Magomed Mustafaev', 'result': 1}, 'March 11, 2017': {'opponent': 'Francisco Trinaldo', 'result': 1}, 'June 25, 2017': {'opponent': 'Michael Chiesa', 'result': 1}, 'October 07, 2017': {'opponent': 'Tony Ferguson', 'result': 0}, 'April 21, 2018': {'opponent': 'Edson Barboza', 'result': 1}, 'December 15, 2018': {'opponent': 'Al Iaquinta', 'result': 0}, 'May 18, 2019': {'opponent': 'Rafael Dos Anjos', 'result': 0}, 'November 02, 2019': {'opponent': 'Gregor Gillespie', 'result': 1}, 'March 14, 2020': {'opponent': 'Charles Oliveira', 'result': 0}}"
Andy Enz,1432.7698684344673,"{'February 01, 2014': {'opponent': 'Clint Hester', 'result': 0}, 'June 28, 2014': {'opponent': 'Marcelo Guimaraes', 'result': 0}, 'January 31, 2015': {'opponent': 'Thiago Santos', 'result': 0}}"
Danny Martinez,1446.7304766176337,"{'February 01, 2014': {'opponent': 'Chris Cariaso', 'result': 0}, 'June 07, 2014': {'opponent': 'Scott Jorgensen', 'result': 0}, 'June 27, 2015': {'opponent': 'Sirwan Kakai', 'result': 0}, 'November 14, 2015': {'opponent': 'Richie Vaculik', 'result': 1}}"
Douglas Silva de Andrade,1508.582939365624,"{'February 15, 2014': {'opponent': 'Zubaira Tukhugov', 'result': 0}, 'February 22, 2015': {'opponent': 'Cody Gibson', 'result': 1}, 'November 05, 2016': {'opponent': 'Henry Briones', 'result': 1}, 'July 08, 2017': {'opponent': 'Rob Font', 'result': 0}, 'February 03, 2018': {'opponent': 'Marlon Vera', 'result': 1}, 'December 29, 2018': {'opponent': 'Petr Yan', 'result': 0}, 'November 16, 2019': {'opponent': 'Renan Barao', 'result': 1}, 'January 20, 2021': {'opponent': 'Lerone Murphy', 'result': 0}}"
Zubaira Tukhugov,1550.1680342306272,"{'February 15, 2014': {'opponent': 'Douglas Silva de Andrade', 'result': 1}, 'October 04, 2014': {'opponent': 'Ernest Chavez', 'result': 1}, 'December 10, 2015': {'opponent': 'Phillipe Nover', 'result': 1}, 'May 14, 2016': {'opponent': 'Renato Moicano', 'result': 0}, 'September 07, 2019': {'opponent': 'Lerone Murphy', 'result': 0.5}, 'February 22, 2020': {'opponent': 'Kevin Aguilar', 'result': 1}, 'September 26, 2020': {'opponent': 'Hakeem Dawodu', 'result': 0}}"
Albert Tumenov,1530.9267774634861,"{'February 15, 2014': {'opponent': 'Ildemar Alcantara', 'result': 0}, 'May 10, 2014': {'opponent': 'Anthony Lapsley', 'result': 1}, 'October 04, 2014': {'opponent': 'Matt Dwyer', 'result': 1}, 'January 24, 2015': {'opponent': 'Nicholas Musoke', 'result': 1}, 'October 03, 2015': {'opponent': 'Alan Jouban', 'result': 1}, 'January 02, 2016': {'opponent': 'Lorenz Larkin', 'result': 1}, 'May 08, 2016': {'opponent': 'Gunnar Nelson', 'result': 0}, 'October 08, 2016': {'opponent': 'Leon Edwards', 'result': 0}}"
Takenori Sato,1445.8682850729203,"{'February 15, 2014': {'opponent': 'Erick Silva', 'result': 0}, 'September 20, 2014': {'opponent': 'Hyun Gyu Lim', 'result': 0}}"
Ernest Chavez,1490.0629929675858,"{'February 22, 2014': {'opponent': 'Yosdenis Cedeno', 'result': 1}, 'May 31, 2014': {'opponent': 'Elias Silverio', 'result': 0}, 'October 04, 2014': {'opponent': 'Zubaira Tukhugov', 'result': 0}}"
Yosdenis Cedeno,1475.0289835370072,"{'February 22, 2014': {'opponent': 'Ernest Chavez', 'result': 0}, 'July 16, 2014': {'opponent': 'Jerrod Sanders', 'result': 1}, 'October 04, 2014': {'opponent': 'Chad Laprise', 'result': 0}, 'July 11, 2015': {'opponent': 'Cody Pfister', 'result': 0}}"
Patrick Cummins,1496.858706457203,"{'February 22, 2014': {'opponent': 'Daniel Cormier', 'result': 0}, 'June 07, 2014': {'opponent': 'Roger Narvaez', 'result': 1}, 'July 26, 2014': {'opponent': 'Kyle Kingsbury', 'result': 1}, 'December 20, 2014': {'opponent': 'Antonio Carlos Junior', 'result': 1}, 'April 18, 2015': {'opponent': 'Ovince Saint Preux', 'result': 0}, 'August 01, 2015': {'opponent': 'Rafael Cavalcante', 'result': 1}, 'November 07, 2015': {'opponent': 'Glover Teixeira', 'result': 0}, 'May 14, 2016': {'opponent': 'Rogerio Nogueira', 'result': 0}, 'April 08, 2017': {'opponent': 'Jan Blachowicz', 'result': 1}, 'July 22, 2017': {'opponent': 'Gian Villante', 'result': 1}, 'April 21, 2018': {'opponent': 'Corey Anderson', 'result': 0}, 'October 27, 2018': {'opponent': 'Misha Cirkunov', 'result': 0}, 'May 18, 2019': {'opponent': 'Ed Herman', 'result': 0}}"
Pedro Munhoz,1583.9443468537143,"{'February 22, 2014': {'opponent': 'Raphael Assuncao', 'result': 0}, 'May 31, 2014': {'opponent': 'Matt Hobar', 'result': 1}, 'October 04, 2014': {'opponent': 'Jerrod Sanders', 'result': 0.5}, 'November 07, 2015': {'opponent': 'Jimmie Rivera', 'result': 0}, 'July 07, 2016': {'opponent': 'Russell Doane', 'result': 1}, 'November 19, 2016': {'opponent': 'Justin Scoggins', 'result': 1}, 'May 28, 2017': {'opponent': 'Damian Stasiak', 'result': 1}, 'October 28, 2017': {'opponent': 'Rob Font', 'result': 1}, 'March 03, 2018': {'opponent': 'John Dodson', 'result': 0}, 'August 04, 2018': {'opponent': 'Brett Johns', 'result': 1}, 'November 30, 2018': {'opponent': 'Bryan Caraway', 'result': 1}, 'March 02, 2019': {'opponent': 'Cody Garbrandt', 'result': 1}, 'June 08, 2019': {'opponent': 'Aljamain Sterling', 'result': 0}, 'August 22, 2020': {'opponent': 'Frankie Edgar', 'result': 0}, 'February 27, 2021': {'opponent': 'Jimmie Rivera', 'result': 1}}"
Cody Gibson,1473.5679049474506,"{'February 22, 2014': {'opponent': 'Aljamain Sterling', 'result': 0}, 'June 28, 2014': {'opponent': 'Johnny Bedford', 'result': 1}, 'September 27, 2014': {'opponent': 'Manvel Gamburyan', 'result': 0}, 'February 22, 2015': {'opponent': 'Douglas Silva de Andrade', 'result': 0}}"
Aljamain Sterling,1662.1964174497384,"{'February 22, 2014': {'opponent': 'Cody Gibson', 'result': 1}, 'July 16, 2014': {'opponent': 'Hugo Viana', 'result': 1}, 'April 18, 2015': {'opponent': 'Takeya Mizugaki', 'result': 1}, 'December 10, 2015': {'opponent': 'Johnny Eduardo', 'result': 1}, 'May 29, 2016': {'opponent': 'Bryan Caraway', 'result': 0}, 'January 28, 2017': {'opponent': 'Raphael Assuncao', 'result': 0}, 'April 15, 2017': {'opponent': 'Augusto Mendes', 'result': 1}, 'July 29, 2017': {'opponent': 'Renan Barao', 'result': 1}, 'December 09, 2017': {'opponent': 'Marlon Moraes', 'result': 0}, 'April 21, 2018': {'opponent': 'Brett Johns', 'result': 1}, 'September 08, 2018': {'opponent': 'Cody Stamann', 'result': 1}, 'February 17, 2019': {'opponent': 'Jimmie Rivera', 'result': 1}, 'June 08, 2019': {'opponent': 'Pedro Munhoz', 'result': 1}, 'June 06, 2020': {'opponent': 'Cory Sandhagen', 'result': 1}, 'March 06, 2021': {'opponent': 'Petr Yan', 'result': 1}}"
Jumabieke Tuerxun,1424.6090833223134,"{'March 01, 2014': {'opponent': 'Mark Eddiva', 'result': 0}, 'July 06, 2014': {'opponent': 'Leandro Issa', 'result': 0}, 'November 07, 2014': {'opponent': 'Marcus Brimage', 'result': 0}}"
Mark Eddiva,1469.6306305407911,"{'March 01, 2014': {'opponent': 'Jumabieke Tuerxun', 'result': 1}, 'May 31, 2014': {'opponent': 'Edimilson Souza', 'result': 0}, 'May 16, 2015': {'opponent': 'Levan Makashvili', 'result': 0}, 'March 19, 2016': {'opponent': 'Dan Hooker', 'result': 0}}"
Yui Chul Nam,1474.332836977681,"{'March 01, 2014': {'opponent': 'Kazuki Tokudome', 'result': 1}, 'May 16, 2015': {'opponent': 'Phillipe Nover', 'result': 0}, 'November 28, 2015': {'opponent': 'Mike de la Torre', 'result': 0}}"
Sai Wang,1500.4604852293792,"{'March 01, 2014': {'opponent': 'Zhang Lipeng', 'result': 0}, 'August 23, 2014': {'opponent': 'Danny Mitchell', 'result': 1}}"
Zhang Lipeng,1521.724651697327,"{'March 01, 2014': {'opponent': 'Sai Wang', 'result': 1}, 'August 23, 2014': {'opponent': ""Brendan O'Reilly"", 'result': 1}, 'January 18, 2015': {'opponent': 'Chris Wade', 'result': 0}, 'May 16, 2015': {'opponent': 'Kajan Johnson', 'result': 0}}"
Albert Cheng,1468.0,"{'March 01, 2014': {'opponent': 'Anying Wang', 'result': 0}}"
Anying Wang,1494.3906049837958,"{'March 01, 2014': {'opponent': 'Albert Cheng', 'result': 1}, 'August 23, 2014': {'opponent': 'Colby Covington', 'result': 0}}"
Danny Mitchell,1444.2347425171863,"{'March 08, 2014': {'opponent': 'Igor Araujo', 'result': 0}, 'August 23, 2014': {'opponent': 'Sai Wang', 'result': 0}}"
Claudio Silva,1586.245978063638,"{'March 08, 2014': {'opponent': 'Brad Scott', 'result': 1}, 'November 08, 2014': {'opponent': 'Leon Edwards', 'result': 1}, 'May 27, 2018': {'opponent': 'Nordine Taleb', 'result': 1}, 'March 16, 2019': {'opponent': 'Danny Roberts', 'result': 1}, 'August 03, 2019': {'opponent': 'Cole Williams', 'result': 1}, 'October 17, 2020': {'opponent': 'James Krause', 'result': 0}}"
Neil Seery,1493.7448834694621,"{'March 08, 2014': {'opponent': 'Brad Pickett', 'result': 0}, 'July 19, 2014': {'opponent': 'Phil Harris', 'result': 1}, 'January 24, 2015': {'opponent': 'Chris Beal', 'result': 1}, 'July 11, 2015': {'opponent': 'Louis Smolka', 'result': 0}, 'October 24, 2015': {'opponent': 'Jon Delos Reyes', 'result': 1}, 'May 08, 2016': {'opponent': 'Kyoji Horiguchi', 'result': 0}, 'July 16, 2017': {'opponent': 'Alexandre Pantoja', 'result': 0}}"
Mats Nilsson,1446.989004400348,"{'March 08, 2014': {'opponent': 'Luke Barnatt', 'result': 0}, 'January 03, 2015': {'opponent': 'Omari Akhmedov', 'result': 0}}"
Francisco Trevino,1484.2881223311313,"{'March 15, 2014': {'opponent': 'Renee Forte', 'result': 1}, 'June 13, 2015': {'opponent': 'Johnny Case', 'result': 0}, 'October 03, 2015': {'opponent': 'Sage Northcutt', 'result': 0}}"
Sean Strickland,1615.7801271808203,"{'March 15, 2014': {'opponent': 'Robert McDaniel', 'result': 1}, 'May 31, 2014': {'opponent': 'Luke Barnatt', 'result': 1}, 'February 22, 2015': {'opponent': 'Santiago Ponzinibbio', 'result': 0}, 'July 15, 2015': {'opponent': 'Igor Araujo', 'result': 1}, 'February 21, 2016': {'opponent': 'Alex Garcia', 'result': 1}, 'June 04, 2016': {'opponent': 'Tom Breese', 'result': 1}, 'April 08, 2017': {'opponent': 'Kamaru Usman', 'result': 0}, 'November 11, 2017': {'opponent': 'Court McGee', 'result': 1}, 'May 12, 2018': {'opponent': 'Elizeu Zaleski dos Santos', 'result': 0}, 'October 27, 2018': {'opponent': 'Nordine Taleb', 'result': 1}, 'October 31, 2020': {'opponent': 'Jack Marshman', 'result': 1}, 'November 14, 2020': {'opponent': 'Brendan Allen', 'result': 1}}"
Hans Stringer,1483.4452252776985,"{'March 23, 2014': {'opponent': 'Francimar Barroso', 'result': 1}, 'October 25, 2014': {'opponent': 'Fabio Maldonado', 'result': 0}, 'July 18, 2015': {'opponent': 'Ilir Latifi', 'result': 0}}"
Noad Lahat,1504.3728918398065,"{'March 23, 2014': {'opponent': 'Godofredo Pepey', 'result': 0}, 'July 26, 2014': {'opponent': 'Steven Siler', 'result': 1}, 'June 20, 2015': {'opponent': 'Niklas Backstrom', 'result': 1}, 'February 06, 2016': {'opponent': 'Diego Rivas', 'result': 0}}"
Alan Omer,1438.939003057951,"{'April 11, 2014': {'opponent': 'Jim Alers', 'result': 0}, 'June 20, 2015': {'opponent': 'Arnold Allen', 'result': 0}}"
Jim Alers,1482.4116328478724,"{'April 11, 2014': {'opponent': 'Alan Omer', 'result': 1}, 'February 14, 2015': {'opponent': 'Chas Skelly', 'result': 0}, 'December 19, 2015': {'opponent': 'Cole Miller', 'result': 0.5}, 'July 23, 2016': {'opponent': 'Jason Knight', 'result': 0}}"
Richard Walsh,1471.1024152264924,"{'April 16, 2014': {'opponent': 'Chris Indich', 'result': 1}, 'September 20, 2014': {'opponent': 'Kiichi Kunimoto', 'result': 0}, 'February 28, 2015': {'opponent': 'Alan Jouban', 'result': 0}, 'November 14, 2015': {'opponent': 'Steve Kennedy', 'result': 1}, 'March 19, 2016': {'opponent': 'Viscardi Andrade', 'result': 0}, 'November 26, 2016': {'opponent': 'Jonathan Meunier', 'result': 0}}"
Chris Indich,1438.8525178907848,"{'April 16, 2014': {'opponent': 'Richard Walsh', 'result': 0}, 'June 28, 2014': {'opponent': 'Vik Grujic', 'result': 0}}"
Nordine Taleb,1548.8044541534043,"{'April 16, 2014': {'opponent': 'Vik Grujic', 'result': 1}, 'October 04, 2014': {'opponent': 'Li Jingliang', 'result': 1}, 'April 25, 2015': {'opponent': 'Chris Clements', 'result': 1}, 'August 01, 2015': {'opponent': 'Warlley Alves', 'result': 0}, 'March 05, 2016': {'opponent': 'Erick Silva', 'result': 1}, 'February 19, 2017': {'opponent': 'Santiago Ponzinibbio', 'result': 0}, 'May 28, 2017': {'opponent': 'Oliver Enkamp', 'result': 1}, 'December 16, 2017': {'opponent': 'Danny Roberts', 'result': 1}, 'May 27, 2018': {'opponent': 'Claudio Silva', 'result': 0}, 'October 27, 2018': {'opponent': 'Sean Strickland', 'result': 0}, 'May 04, 2019': {'opponent': 'Kyle Prepolec', 'result': 1}, 'September 07, 2019': {'opponent': 'Muslim Salikhov', 'result': 0}}"
Vik Grujic,1467.9425606327,"{'April 16, 2014': {'opponent': 'Nordine Taleb', 'result': 0}, 'June 28, 2014': {'opponent': 'Chris Indich', 'result': 1}, 'November 07, 2014': {'opponent': 'Chris Clements', 'result': 0}, 'May 09, 2015': {'opponent': ""Brendan O'Reilly"", 'result': 0}}"
Tim Gorman,1444.7354093182491,"{'April 16, 2014': {'opponent': 'Mitch Gagnon', 'result': 0}, 'November 08, 2014': {'opponent': 'Thomas Almeida', 'result': 0}}"
Mike de la Torre,1467.9571719666976,"{'April 16, 2014': {'opponent': 'Mark Bocek', 'result': 0}, 'July 26, 2014': {'opponent': 'Brian Ortega', 'result': 0.5}, 'February 22, 2015': {'opponent': 'Tiago dos Santos e Silva', 'result': 1}, 'July 12, 2015': {'opponent': 'Maximo Blanco', 'result': 0}, 'November 28, 2015': {'opponent': 'Yui Chul Nam', 'result': 1}, 'September 24, 2016': {'opponent': 'Godofredo Pepey', 'result': 0}, 'April 08, 2017': {'opponent': 'Myles Jury', 'result': 0}}"
Leslie Smith,1520.1055393259467,"{'April 16, 2014': {'opponent': 'Sarah Kaufman', 'result': 0}, 'July 16, 2014': {'opponent': 'Jessamyn Duke', 'result': 1}, 'November 15, 2014': {'opponent': 'Jessica Eye', 'result': 0}, 'March 19, 2016': {'opponent': 'Rin Nakai', 'result': 1}, 'May 14, 2016': {'opponent': 'Cristiane Justino', 'result': 0}, 'December 17, 2016': {'opponent': 'Irene Aldana', 'result': 1}, 'July 16, 2017': {'opponent': 'Amanda Lemos', 'result': 1}}"
Sheldon Westcott,1454.13730161499,"{'April 16, 2014': {'opponent': 'Elias Theodorou', 'result': 0}, 'April 11, 2015': {'opponent': 'Pawel Pawlak', 'result': 0}, 'January 02, 2016': {'opponent': 'Edgar Garcia', 'result': 1}}"
Elias Theodorou,1597.270549148646,"{'April 16, 2014': {'opponent': 'Sheldon Westcott', 'result': 1}, 'October 04, 2014': {'opponent': 'Bruno Santos', 'result': 1}, 'March 14, 2015': {'opponent': 'Roger Narvaez', 'result': 1}, 'December 10, 2015': {'opponent': 'Thiago Santos', 'result': 0}, 'June 18, 2016': {'opponent': 'Sam Alvey', 'result': 1}, 'February 19, 2017': {'opponent': 'Cezar Ferreira', 'result': 1}, 'July 07, 2017': {'opponent': 'Brad Tavares', 'result': 0}, 'November 18, 2017': {'opponent': 'Daniel Kelly', 'result': 1}, 'May 27, 2018': {'opponent': 'Trevor Smith', 'result': 1}, 'December 08, 2018': {'opponent': 'Eryk Anders', 'result': 1}, 'May 04, 2019': {'opponent': 'Derek Brunson', 'result': 0}}"
Chad Laprise,1543.7893886429408,"{'April 16, 2014': {'opponent': 'Olivier Aubin-Mercier', 'result': 1}, 'October 04, 2014': {'opponent': 'Yosdenis Cedeno', 'result': 1}, 'April 25, 2015': {'opponent': 'Bryan Barberena', 'result': 1}, 'August 23, 2015': {'opponent': 'Francisco Trinaldo', 'result': 0}, 'March 19, 2016': {'opponent': 'Ross Pearson', 'result': 0}, 'August 27, 2016': {'opponent': 'Thibault Gouti', 'result': 1}, 'July 08, 2017': {'opponent': 'Brian Camozzi', 'result': 1}, 'December 16, 2017': {'opponent': 'Galore Bofando', 'result': 1}, 'May 19, 2018': {'opponent': 'Vicente Luque', 'result': 0}, 'December 08, 2018': {'opponent': 'Dhiego Lima', 'result': 0}}"
Olivier Aubin-Mercier,1524.997701946956,"{'April 16, 2014': {'opponent': 'Chad Laprise', 'result': 0}, 'October 04, 2014': {'opponent': 'Jake Lindsey', 'result': 1}, 'April 25, 2015': {'opponent': 'David Michaud', 'result': 1}, 'August 23, 2015': {'opponent': 'Tony Sims', 'result': 1}, 'January 30, 2016': {'opponent': 'Diego Ferreira', 'result': 0}, 'June 18, 2016': {'opponent': 'Thibault Gouti', 'result': 1}, 'December 10, 2016': {'opponent': 'Drew Dober', 'result': 1}, 'September 16, 2017': {'opponent': 'Anthony Rocco Martin', 'result': 1}, 'April 07, 2018': {'opponent': 'Evan Dunham', 'result': 1}, 'July 28, 2018': {'opponent': 'Alexander Hernandez', 'result': 0}, 'December 08, 2018': {'opponent': 'Gilbert Burns', 'result': 0}, 'July 27, 2019': {'opponent': 'Arman Tsarukyan', 'result': 0}}"
Sean O'Connell,1435.9224306955525,"{'April 16, 2014': {'opponent': 'Ryan Jimmo', 'result': 0}, 'June 28, 2014': {'opponent': 'Gian Villante', 'result': 0}, 'January 18, 2015': {'opponent': 'Matt Van Buren', 'result': 1}, 'May 09, 2015': {'opponent': 'Anthony Perosh', 'result': 1}, 'January 17, 2016': {'opponent': 'Ilir Latifi', 'result': 0}, 'June 18, 2016': {'opponent': 'Steve Bosse', 'result': 0}, 'December 09, 2016': {'opponent': 'Corey Anderson', 'result': 0}}"
Luke Zachrich,1489.6673583517095,"{'April 19, 2014': {'opponent': 'Caio Magalhaes', 'result': 0}, 'July 05, 2014': {'opponent': 'Guilherme Vasconcelos', 'result': 1}, 'November 07, 2014': {'opponent': 'Daniel Kelly', 'result': 0}}"
Hernani Perpetuo,1441.787617443005,"{'April 19, 2014': {'opponent': 'Jordan Mein', 'result': 0}, 'July 26, 2014': {'opponent': 'Tim Means', 'result': 0}}"
Mirsad Bektic,1546.543235189025,"{'April 19, 2014': {'opponent': 'Chas Skelly', 'result': 1}, 'January 24, 2015': {'opponent': 'Paul Redmond', 'result': 1}, 'May 30, 2015': {'opponent': 'Lucas Martins', 'result': 1}, 'October 08, 2016': {'opponent': 'Russell Doane', 'result': 1}, 'March 04, 2017': {'opponent': 'Darren Elkins', 'result': 0}, 'January 27, 2018': {'opponent': 'Godofredo Pepey', 'result': 1}, 'June 09, 2018': {'opponent': 'Ricardo Lamas', 'result': 1}, 'July 13, 2019': {'opponent': 'Josh Emmett', 'result': 0}, 'February 08, 2020': {'opponent': 'Dan Ige', 'result': 0}, 'September 19, 2020': {'opponent': 'Damon Jackson', 'result': 0}}"
Chas Skelly,1559.8296964430288,"{'April 19, 2014': {'opponent': 'Mirsad Bektic', 'result': 0}, 'August 23, 2014': {'opponent': 'Tom Niinimaki', 'result': 1}, 'September 05, 2014': {'opponent': 'Sean Soriano', 'result': 1}, 'February 14, 2015': {'opponent': 'Jim Alers', 'result': 1}, 'November 07, 2015': {'opponent': 'Edimilson Souza', 'result': 1}, 'March 05, 2016': {'opponent': 'Darren Elkins', 'result': 0}, 'September 17, 2016': {'opponent': 'Maximo Blanco', 'result': 1}, 'February 04, 2017': {'opponent': 'Chris Gruetzemacher', 'result': 1}, 'May 13, 2017': {'opponent': 'Jason Knight', 'result': 0}, 'November 10, 2018': {'opponent': 'Bobby Moffett', 'result': 0.5}, 'September 14, 2019': {'opponent': 'Jordan Griffin', 'result': 1}}"
Ray Borg,1540.1599713078638,"{'April 19, 2014': {'opponent': 'Dustin Ortiz', 'result': 0}, 'June 28, 2014': {'opponent': 'Shane Howell', 'result': 1}, 'February 14, 2015': {'opponent': 'Chris Kelades', 'result': 1}, 'August 08, 2015': {'opponent': 'Geane Herrera', 'result': 1}, 'February 06, 2016': {'opponent': 'Justin Scoggins', 'result': 0}, 'December 30, 2016': {'opponent': 'Louis Smolka', 'result': 1}, 'March 11, 2017': {'opponent': 'Jussier Formiga', 'result': 1}, 'October 07, 2017': {'opponent': 'Demetrious Johnson', 'result': 0}, 'March 30, 2019': {'opponent': 'Casey Kenney', 'result': 0}, 'July 20, 2019': {'opponent': 'Gabriel Silva', 'result': 1}, 'February 15, 2020': {'opponent': 'Rogerio Bontorin', 'result': 1}, 'May 13, 2020': {'opponent': 'Ricky Simon', 'result': 0}}"
Derrick Lewis,1668.8975228678942,"{'April 19, 2014': {'opponent': 'Jack May', 'result': 1}, 'July 06, 2014': {'opponent': 'Guto Inocente', 'result': 1}, 'September 05, 2014': {'opponent': 'Matt Mitrione', 'result': 0}, 'February 28, 2015': {'opponent': 'Ruan Potts', 'result': 1}, 'June 06, 2015': {'opponent': 'Shawn Jordan', 'result': 0}, 'October 03, 2015': {'opponent': 'Viktor Pesta', 'result': 1}, 'February 06, 2016': {'opponent': 'Damian Grabowski', 'result': 1}, 'April 10, 2016': {'opponent': 'Gabriel Gonzaga', 'result': 1}, 'July 07, 2016': {'opponent': 'Roy Nelson', 'result': 1}, 'December 09, 2016': {'opponent': 'Shamil Abdurakhimov', 'result': 1}, 'February 19, 2017': {'opponent': 'Travis Browne', 'result': 1}, 'June 10, 2017': {'opponent': 'Mark Hunt', 'result': 0}, 'February 18, 2018': {'opponent': 'Marcin Tybura', 'result': 1}, 'July 07, 2018': {'opponent': 'Francis Ngannou', 'result': 1}, 'October 06, 2018': {'opponent': 'Alexander Volkov', 'result': 1}, 'November 03, 2018': {'opponent': 'Daniel Cormier', 'result': 0}, 'March 09, 2019': {'opponent': 'Junior Dos Santos', 'result': 0}, 'November 02, 2019': {'opponent': 'Blagoy Ivanov', 'result': 1}, 'February 08, 2020': {'opponent': 'Ilir Latifi', 'result': 1}, 'August 08, 2020': {'opponent': 'Aleksei Oleinik', 'result': 1}, 'February 20, 2021': {'opponent': 'Curtis Blaydes', 'result': 1}}"
Jack May,1443.6984299835462,"{'April 19, 2014': {'opponent': 'Derrick Lewis', 'result': 0}, 'August 16, 2014': {'opponent': 'Shawn Jordan', 'result': 0}}"
