fighter,elo,record
Alex White,1464.755337712573,"{'April 19, 2014': {'opponent': 'Estevan Payan', 'result': 1}, 'July 16, 2014': {'opponent': 'Lucas Martins', 'result': 0}, 'December 06, 2014': {'opponent': 'Clay Collard', 'result': 0}, 'February 06, 2016': {'opponent': 'Artem Lobov', 'result': 1}, 'January 15, 2017': {'opponent': 'Anthony Rocco Martin', 'result': 0}, 'September 09, 2017': {'opponent': 'Mitch Clarke', 'result': 1}, 'January 14, 2018': {'opponent': 'James Krause', 'result': 0}, 'September 08, 2018': {'opponent': 'Jim Miller', 'result': 0}, 'March 09, 2019': {'opponent': 'Dan Moret', 'result': 1}, 'October 26, 2019': {'opponent': 'Rafael Fiziev', 'result': 0}}"
Chris Beal,1505.6186989698933,"{'April 26, 2014': {'opponent': 'Patrick Williams', 'result': 1}, 'September 05, 2014': {'opponent': 'Tateki Matsuda', 'result': 1}, 'January 24, 2015': {'opponent': 'Neil Seery', 'result': 0}, 'August 23, 2015': {'opponent': 'Chris Kelades', 'result': 0}, 'June 18, 2016': {'opponent': 'Joe Soto', 'result': 0}}"
Patrick Williams,1473.4332396020768,"{'April 26, 2014': {'opponent': 'Chris Beal', 'result': 0}, 'June 13, 2015': {'opponent': 'Alejandro Perez', 'result': 1}, 'April 15, 2017': {'opponent': 'Tom Duquesnoy', 'result': 0}, 'April 14, 2018': {'opponent': 'Luke Sanders', 'result': 0}}"
Ruan Potts,1428.3312747257485,"{'May 10, 2014': {'opponent': 'Soa Palelei', 'result': 0}, 'August 30, 2014': {'opponent': 'Anthony Hamilton', 'result': 0}, 'February 28, 2015': {'opponent': 'Derrick Lewis', 'result': 0}}"
David Michaud,1482.460332627699,"{'May 24, 2014': {'opponent': 'Li Jingliang', 'result': 0}, 'December 13, 2014': {'opponent': 'Garett Whiteley', 'result': 1}, 'April 25, 2015': {'opponent': 'Olivier Aubin-Mercier', 'result': 0}}"
Li Jingliang,1586.9416619288495,"{'May 24, 2014': {'opponent': 'David Michaud', 'result': 1}, 'October 04, 2014': {'opponent': 'Nordine Taleb', 'result': 0}, 'May 16, 2015': {'opponent': 'Dhiego Lima', 'result': 1}, 'September 26, 2015': {'opponent': 'Keita Nakamura', 'result': 0}, 'July 08, 2016': {'opponent': 'Anton Zafir', 'result': 1}, 'January 28, 2017': {'opponent': 'Bobby Nash', 'result': 1}, 'June 17, 2017': {'opponent': 'Frank Camacho', 'result': 1}, 'November 25, 2017': {'opponent': 'Zak Ottow', 'result': 1}, 'February 10, 2018': {'opponent': 'Jake Matthews', 'result': 0}, 'June 23, 2018': {'opponent': 'Daichi Abe', 'result': 1}, 'November 24, 2018': {'opponent': 'David Zawada', 'result': 1}, 'August 31, 2019': {'opponent': 'Elizeu Zaleski dos Santos', 'result': 1}, 'March 07, 2020': {'opponent': 'Neil Magny', 'result': 0}, 'January 16, 2021': {'opponent': 'Santiago Ponzinibbio', 'result': 1}}"
Aaron Phillips,1425.2733842195341,"{'May 24, 2014': {'opponent': 'Sam Sicilia', 'result': 0}, 'August 23, 2014': {'opponent': 'Matt Hobar', 'result': 0}, 'July 15, 2020': {'opponent': 'Jack Shore', 'result': 0}}"
Viktor Pesta,1460.3355228383311,"{'May 31, 2014': {'opponent': 'Ruslan Magomedov', 'result': 0}, 'January 24, 2015': {'opponent': 'Konstantin Erokhin', 'result': 1}, 'October 03, 2015': {'opponent': 'Derrick Lewis', 'result': 0}, 'August 06, 2016': {'opponent': 'Marcin Tybura', 'result': 0}, 'January 15, 2017': {'opponent': 'Aleksei Oleinik', 'result': 0}}"
Ruslan Magomedov,1573.4985606202927,"{'May 31, 2014': {'opponent': 'Viktor Pesta', 'result': 1}, 'November 22, 2014': {'opponent': 'Josh Copeland', 'result': 1}, 'October 03, 2015': {'opponent': 'Shawn Jordan', 'result': 1}}"
Pawel Pawlak,1480.8934822615067,"{'May 31, 2014': {'opponent': 'Peter Sobotta', 'result': 0}, 'April 11, 2015': {'opponent': 'Sheldon Westcott', 'result': 1}, 'July 18, 2015': {'opponent': 'Leon Edwards', 'result': 0}}"
Niklas Backstrom,1481.3079848278785,"{'May 31, 2014': {'opponent': 'Tom Niinimaki', 'result': 1}, 'October 04, 2014': {'opponent': 'Mike Wilkinson', 'result': 0}, 'June 20, 2015': {'opponent': 'Noad Lahat', 'result': 0}}"
Nick Hein,1494.4908005240675,"{'May 31, 2014': {'opponent': 'Drew Dober', 'result': 1}, 'November 22, 2014': {'opponent': 'James Vick', 'result': 0}, 'June 20, 2015': {'opponent': 'Lukasz Sajewski', 'result': 1}, 'September 26, 2015': {'opponent': 'Yusuke Kasuya', 'result': 1}, 'September 03, 2016': {'opponent': 'Tae Hyun Bang', 'result': 1}, 'May 12, 2018': {'opponent': 'Davi Ramos', 'result': 0}, 'July 22, 2018': {'opponent': 'Damir Hadzovic', 'result': 0}, 'June 01, 2019': {'opponent': 'Frank Camacho', 'result': 0}}"
Marcos Rogerio de Lima,1534.0657530149465,"{'May 31, 2014': {'opponent': 'Richardson Moreira', 'result': 1}, 'December 20, 2014': {'opponent': 'Igor Pokrajac', 'result': 1}, 'August 23, 2015': {'opponent': 'Nikita Krylov', 'result': 0}, 'April 23, 2016': {'opponent': 'Clint Hester', 'result': 1}, 'November 19, 2016': {'opponent': 'Gadzhimurad Antigulov', 'result': 0}, 'January 28, 2017': {'opponent': 'Jeremy Kimball', 'result': 1}, 'April 22, 2017': {'opponent': 'Ovince Saint Preux', 'result': 0}, 'November 03, 2018': {'opponent': 'Adam Wieczorek', 'result': 1}, 'February 23, 2019': {'opponent': 'Stefan Struve', 'result': 0}, 'February 22, 2020': {'opponent': 'Ben Sosoli', 'result': 1}, 'November 07, 2020': {'opponent': 'Alexandr Romanov', 'result': 0}}"
Richardson Moreira,1444.773272673534,"{'May 31, 2014': {'opponent': 'Marcos Rogerio de Lima', 'result': 0}, 'January 31, 2015': {'opponent': 'Ildemar Alcantara', 'result': 0}}"
Ricardo Abreu,1494.1711618358436,"{'May 31, 2014': {'opponent': 'Wagner Silva', 'result': 1}, 'June 06, 2015': {'opponent': 'Jake Collier', 'result': 0}}"
Wagner Silva,1444.4163720835281,"{'May 31, 2014': {'opponent': 'Ricardo Abreu', 'result': 0}, 'November 08, 2014': {'opponent': 'Colby Covington', 'result': 0}}"
Matt Hobar,1482.9718999737788,"{'May 31, 2014': {'opponent': 'Pedro Munhoz', 'result': 0}, 'August 23, 2014': {'opponent': 'Aaron Phillips', 'result': 1}, 'December 06, 2014': {'opponent': 'Sergio Pettis', 'result': 0}}"
Vitor Miranda,1488.2980904074361,"{'May 31, 2014': {'opponent': 'Antonio Carlos Junior', 'result': 0}, 'December 20, 2014': {'opponent': 'Jake Collier', 'result': 1}, 'August 01, 2015': {'opponent': 'Clint Hester', 'result': 1}, 'March 05, 2016': {'opponent': 'Marcelo Guimaraes', 'result': 1}, 'May 29, 2016': {'opponent': 'Chris Camozzi', 'result': 0}, 'June 25, 2017': {'opponent': 'Marvin Vettori', 'result': 0}, 'July 22, 2018': {'opponent': 'Abu Azaitar', 'result': 0}}"
Antonio Carlos Junior,1526.0117029656808,"{'May 31, 2014': {'opponent': 'Vitor Miranda', 'result': 1}, 'December 20, 2014': {'opponent': 'Patrick Cummins', 'result': 0}, 'June 27, 2015': {'opponent': 'Eddie Gordon', 'result': 1}, 'December 10, 2015': {'opponent': 'Kevin Casey', 'result': 0.5}, 'March 19, 2016': {'opponent': 'Daniel Kelly', 'result': 0}, 'September 17, 2016': {'opponent': 'Leonardo Guimaraes', 'result': 1}, 'December 30, 2016': {'opponent': 'Marvin Vettori', 'result': 1}, 'June 03, 2017': {'opponent': 'Eric Spicely', 'result': 1}, 'October 28, 2017': {'opponent': 'Jack Marshman', 'result': 1}, 'April 14, 2018': {'opponent': 'Tim Boetsch', 'result': 1}, 'May 18, 2019': {'opponent': 'Ian Heinisch', 'result': 0}, 'September 14, 2019': {'opponent': 'Uriah Hall', 'result': 0}, 'January 23, 2021': {'opponent': 'Brad Tavares', 'result': 0}}"
Alexander Yakovlev,1459.6466448670565,"{'May 31, 2014': {'opponent': 'Demian Maia', 'result': 0}, 'October 04, 2014': {'opponent': 'Nicholas Musoke', 'result': 0}, 'April 04, 2015': {'opponent': 'Gray Maynard', 'result': 1}, 'January 30, 2016': {'opponent': 'George Sullivan', 'result': 1}, 'July 23, 2016': {'opponent': 'Kamaru Usman', 'result': 0}, 'November 19, 2016': {'opponent': 'Zak Cummings', 'result': 0}, 'April 20, 2019': {'opponent': 'Alex Da Silva', 'result': 1}, 'November 09, 2019': {'opponent': 'Roosevelt Roberts', 'result': 0}, 'October 24, 2020': {'opponent': 'Joel Alvarez', 'result': 0}}"
Marcio Alexandre Junior,1430.5114261788242,"{'May 31, 2014': {'opponent': 'Warlley Alves', 'result': 0}, 'December 20, 2014': {'opponent': 'Tim Means', 'result': 0}, 'December 12, 2015': {'opponent': 'Court McGee', 'result': 0}}"
Warlley Alves,1579.5019763656617,"{'May 31, 2014': {'opponent': 'Marcio Alexandre Junior', 'result': 1}, 'November 08, 2014': {'opponent': 'Alan Jouban', 'result': 1}, 'August 01, 2015': {'opponent': 'Nordine Taleb', 'result': 1}, 'December 12, 2015': {'opponent': 'Colby Covington', 'result': 1}, 'May 14, 2016': {'opponent': 'Bryan Barberena', 'result': 0}, 'November 19, 2016': {'opponent': 'Kamaru Usman', 'result': 0}, 'October 21, 2017': {'opponent': 'Salim Touahri', 'result': 1}, 'May 12, 2018': {'opponent': 'Sultan Aliev', 'result': 1}, 'August 25, 2018': {'opponent': 'James Krause', 'result': 0}, 'May 11, 2019': {'opponent': 'Sergio Moraes', 'result': 1}, 'November 16, 2019': {'opponent': 'Randy Brown', 'result': 0}, 'January 20, 2021': {'opponent': 'Mounir Lazzez', 'result': 1}}"
Jake Lindsey,1427.1751730441717,"{'June 07, 2014': {'opponent': 'Jon Tuck', 'result': 0}, 'October 04, 2014': {'opponent': 'Olivier Aubin-Mercier', 'result': 0}, 'March 14, 2015': {'opponent': 'Joe Duffy', 'result': 0}}"
Roger Narvaez,1494.4040823022092,"{'June 07, 2014': {'opponent': 'Patrick Cummins', 'result': 0}, 'November 22, 2014': {'opponent': 'Luke Barnatt', 'result': 1}, 'March 14, 2015': {'opponent': 'Elias Theodorou', 'result': 0}}"
Kajan Johnson,1520.753541356408,"{'June 14, 2014': {'opponent': 'Tae Hyun Bang', 'result': 0}, 'May 16, 2015': {'opponent': 'Zhang Lipeng', 'result': 1}, 'September 26, 2015': {'opponent': 'Naoyuki Kotani', 'result': 1}, 'September 09, 2017': {'opponent': 'Adriano Martins', 'result': 1}, 'March 17, 2018': {'opponent': 'Stevie Ray', 'result': 1}, 'July 28, 2018': {'opponent': 'Islam Makhachev', 'result': 0}, 'September 15, 2018': {'opponent': 'Rustam Khabilov', 'result': 0}}"
Jason Saggo,1500.7700298102104,"{'June 14, 2014': {'opponent': 'Josh Shockley', 'result': 1}, 'October 04, 2014': {'opponent': 'Paul Felder', 'result': 0}, 'March 05, 2016': {'opponent': 'Justin Salas', 'result': 1}, 'June 18, 2016': {'opponent': 'Leandro Silva', 'result': 1}, 'December 10, 2016': {'opponent': 'Rustam Khabilov', 'result': 0}, 'September 16, 2017': {'opponent': 'Gilbert Burns', 'result': 0}}"
Josh Shockley,1442.2484681230808,"{'June 14, 2014': {'opponent': 'Jason Saggo', 'result': 0}, 'February 22, 2015': {'opponent': 'Ivan Jorge', 'result': 0}}"
Michinori Tanaka,1483.870033096842,"{'June 14, 2014': {'opponent': 'Roland Delorme', 'result': 1}, 'September 20, 2014': {'opponent': 'Kyung Ho Kang', 'result': 0}, 'January 02, 2016': {'opponent': 'Joe Soto', 'result': 1}, 'September 24, 2016': {'opponent': 'Rani Yahya', 'result': 0}, 'February 04, 2017': {'opponent': 'Ricardo Ramos', 'result': 0}}"
Valerie Letourneau,1519.3683894821888,"{'June 14, 2014': {'opponent': 'Elizabeth Phillips', 'result': 1}, 'April 25, 2015': {'opponent': 'Jessica Rakoczy', 'result': 1}, 'August 23, 2015': {'opponent': 'Maryna Moroz', 'result': 1}, 'November 14, 2015': {'opponent': 'Joanna Jedrzejczyk', 'result': 0}, 'June 18, 2016': {'opponent': 'Joanne Calderwood', 'result': 0}, 'December 10, 2016': {'opponent': 'Viviane Pereira', 'result': 0}}"
Elizabeth Phillips,1446.318883827782,"{'June 14, 2014': {'opponent': 'Valerie Letourneau', 'result': 0}, 'August 23, 2014': {'opponent': 'Milana Dudieva', 'result': 0}, 'July 25, 2015': {'opponent': 'Jessamyn Duke', 'result': 1}, 'August 20, 2016': {'opponent': 'Raquel Pennington', 'result': 0}}"
Dan Hooker,1571.9866293424557,"{'June 28, 2014': {'opponent': 'Ian Entwistle', 'result': 1}, 'September 20, 2014': {'opponent': 'Maximo Blanco', 'result': 0}, 'May 09, 2015': {'opponent': 'Hatsu Hioki', 'result': 1}, 'October 03, 2015': {'opponent': 'Yair Rodriguez', 'result': 0}, 'March 19, 2016': {'opponent': 'Mark Eddiva', 'result': 1}, 'November 26, 2016': {'opponent': 'Jason Knight', 'result': 0}, 'June 10, 2017': {'opponent': 'Ross Pearson', 'result': 1}, 'December 30, 2017': {'opponent': 'Marc Diakiese', 'result': 1}, 'April 21, 2018': {'opponent': 'Jim Miller', 'result': 1}, 'July 07, 2018': {'opponent': 'Gilbert Burns', 'result': 1}, 'December 15, 2018': {'opponent': 'Edson Barboza', 'result': 0}, 'July 20, 2019': {'opponent': 'James Vick', 'result': 1}, 'October 05, 2019': {'opponent': 'Al Iaquinta', 'result': 1}, 'February 22, 2020': {'opponent': 'Paul Felder', 'result': 1}, 'June 27, 2020': {'opponent': 'Dustin Poirier', 'result': 0}, 'January 23, 2021': {'opponent': 'Michael Chandler', 'result': 0}}"
Ian Entwistle,1486.6963244083604,"{'June 28, 2014': {'opponent': 'Dan Hooker', 'result': 0}, 'December 13, 2014': {'opponent': 'Anthony Birchak', 'result': 1}, 'April 10, 2016': {'opponent': 'Alejandro Perez', 'result': 0}}"
Roldan Sangcha'an,1434.0520244049635,"{'June 28, 2014': {'opponent': 'Richie Vaculik', 'result': 0}, 'May 16, 2015': {'opponent': 'Jon Delos Reyes', 'result': 0}}"
Rodrigo de Lima,1442.7110898796984,"{'June 28, 2014': {'opponent': 'Neil Magny', 'result': 0}, 'February 14, 2015': {'opponent': 'Efrain Escudero', 'result': 0}}"
Jake Matthews,1587.339414535852,"{'June 28, 2014': {'opponent': 'Dashon Johnson', 'result': 1}, 'November 07, 2014': {'opponent': 'Vagner Rocha', 'result': 1}, 'May 09, 2015': {'opponent': 'James Vick', 'result': 0}, 'November 14, 2015': {'opponent': 'Akbarh Arreola', 'result': 1}, 'March 19, 2016': {'opponent': 'Johnny Case', 'result': 1}, 'July 08, 2016': {'opponent': 'Kevin Lee', 'result': 0}, 'November 26, 2016': {'opponent': 'Andrew Holbrook', 'result': 0}, 'November 18, 2017': {'opponent': 'Bojan Velickovic', 'result': 1}, 'February 10, 2018': {'opponent': 'Li Jingliang', 'result': 1}, 'June 23, 2018': {'opponent': 'Shinsho Anzai', 'result': 1}, 'December 01, 2018': {'opponent': 'Anthony Rocco Martin', 'result': 0}, 'October 05, 2019': {'opponent': 'Rostem Akman', 'result': 1}, 'February 22, 2020': {'opponent': 'Emil Meek', 'result': 1}, 'September 26, 2020': {'opponent': 'Diego Sanchez', 'result': 1}, 'March 06, 2021': {'opponent': 'Sean Brady', 'result': 0}}"
Dashon Johnson,1441.8835766623126,"{'June 28, 2014': {'opponent': 'Jake Matthews', 'result': 0}, 'September 13, 2014': {'opponent': 'Godofredo Pepey', 'result': 0}}"
Shane Howell,1440.2753249043972,"{'June 28, 2014': {'opponent': 'Ray Borg', 'result': 0}, 'January 18, 2015': {'opponent': 'Paddy Holohan', 'result': 0}}"
Aleksei Oleinik,1554.27863746443,"{'June 28, 2014': {'opponent': 'Anthony Hamilton', 'result': 1}, 'November 22, 2014': {'opponent': 'Jared Rosholt', 'result': 1}, 'July 13, 2016': {'opponent': 'Daniel Omielanczuk', 'result': 0}, 'January 15, 2017': {'opponent': 'Viktor Pesta', 'result': 1}, 'July 08, 2017': {'opponent': 'Travis Browne', 'result': 1}, 'November 04, 2017': {'opponent': 'Curtis Blaydes', 'result': 0}, 'May 12, 2018': {'opponent': 'Junior Albini', 'result': 1}, 'September 15, 2018': {'opponent': 'Mark Hunt', 'result': 1}, 'April 20, 2019': {'opponent': 'Alistair Overeem', 'result': 0}, 'July 20, 2019': {'opponent': 'Walt Harris', 'result': 0}, 'January 18, 2020': {'opponent': 'Maurice Greene', 'result': 1}, 'May 09, 2020': {'opponent': 'Fabricio Werdum', 'result': 1}, 'August 08, 2020': {'opponent': 'Derrick Lewis', 'result': 0}, 'February 20, 2021': {'opponent': 'Chris Daukaus', 'result': 0}}"
Anthony Hamilton,1441.7546542900232,"{'June 28, 2014': {'opponent': 'Aleksei Oleinik', 'result': 0}, 'August 30, 2014': {'opponent': 'Ruan Potts', 'result': 1}, 'December 06, 2014': {'opponent': 'Todd Duffee', 'result': 0}, 'April 11, 2015': {'opponent': 'Daniel Omielanczuk', 'result': 1}, 'February 21, 2016': {'opponent': 'Shamil Abdurakhimov', 'result': 0}, 'July 30, 2016': {'opponent': 'Damian Grabowski', 'result': 1}, 'December 09, 2016': {'opponent': 'Francis Ngannou', 'result': 0}, 'February 04, 2017': {'opponent': 'Marcel Fortuna', 'result': 0}, 'September 16, 2017': {'opponent': 'Daniel Spitz', 'result': 0}, 'November 18, 2017': {'opponent': 'Adam Wieczorek', 'result': 0}}"
Joe Ellenberger,1497.060996942049,"{'June 28, 2014': {'opponent': 'James Moontasri', 'result': 1}, 'December 13, 2014': {'opponent': 'Bryan Barberena', 'result': 0}}"
James Moontasri,1479.3748807052068,"{'June 28, 2014': {'opponent': 'Joe Ellenberger', 'result': 0}, 'February 14, 2015': {'opponent': 'Cody Pfister', 'result': 1}, 'July 15, 2015': {'opponent': 'Kevin Lee', 'result': 0}, 'November 14, 2015': {'opponent': 'Anton Zafir', 'result': 1}, 'July 23, 2016': {'opponent': 'Alex Oliveira', 'result': 0}, 'December 17, 2016': {'opponent': 'Alex Morono', 'result': 0}}"
Diego Ferreira,1604.1588201558416,"{'June 28, 2014': {'opponent': 'Colton Smith', 'result': 1}, 'August 30, 2014': {'opponent': 'Ramsey Nijem', 'result': 1}, 'October 25, 2014': {'opponent': 'Beneil Dariush', 'result': 0}, 'April 04, 2015': {'opponent': 'Dustin Poirier', 'result': 0}, 'January 30, 2016': {'opponent': 'Olivier Aubin-Mercier', 'result': 1}, 'February 18, 2018': {'opponent': 'Jared Gordon', 'result': 1}, 'December 08, 2018': {'opponent': 'Kyle Nelson', 'result': 1}, 'February 23, 2019': {'opponent': 'Rustam Khabilov', 'result': 1}, 'September 07, 2019': {'opponent': 'Mairbek Taisumov', 'result': 1}, 'January 18, 2020': {'opponent': 'Anthony Pettis', 'result': 1}, 'February 06, 2021': {'opponent': 'Beneil Dariush', 'result': 0}}"
Bubba Bush,1462.988968644159,"{'July 05, 2014': {'opponent': 'Kevin Casey', 'result': 0.5}, 'October 24, 2015': {'opponent': 'Garreth McLellan', 'result': 0}}"
Guilherme Vasconcelos,1468.4604852293792,"{'July 05, 2014': {'opponent': 'Luke Zachrich', 'result': 0}}"
Rob Font,1604.2500565591788,"{'July 05, 2014': {'opponent': 'George Roop', 'result': 1}, 'January 17, 2016': {'opponent': 'Joey Gomez', 'result': 1}, 'May 14, 2016': {'opponent': 'John Lineker', 'result': 0}, 'December 03, 2016': {'opponent': 'Matt Schnell', 'result': 1}, 'July 08, 2017': {'opponent': 'Douglas Silva de Andrade', 'result': 1}, 'October 28, 2017': {'opponent': 'Pedro Munhoz', 'result': 0}, 'January 20, 2018': {'opponent': 'Thomas Almeida', 'result': 1}, 'July 07, 2018': {'opponent': 'Raphael Assuncao', 'result': 0}, 'December 15, 2018': {'opponent': 'Sergio Pettis', 'result': 1}, 'December 07, 2019': {'opponent': 'Ricky Simon', 'result': 1}, 'December 19, 2020': {'opponent': 'Marlon Moraes', 'result': 1}}"
Sarah Moras,1452.5656937230951,"{'July 06, 2014': {'opponent': 'Alexis Dufresne', 'result': 1}, 'July 15, 2015': {'opponent': 'Jessica Andrade', 'result': 0}, 'September 09, 2017': {'opponent': 'Ashlee Evans-Smith', 'result': 1}, 'February 18, 2018': {'opponent': 'Lucie Pudilova', 'result': 0}, 'October 27, 2018': {'opponent': 'Talita Bernardo', 'result': 0}, 'May 04, 2019': {'opponent': 'Macy Chiasson', 'result': 0}, 'September 07, 2019': {'opponent': 'Liana Jojua', 'result': 1}, 'May 13, 2020': {'opponent': 'Sijara Eubanks', 'result': 0}, 'January 16, 2021': {'opponent': 'Vanessa Melo', 'result': 0}}"
Alexis Dufresne,1441.6093950162042,"{'July 06, 2014': {'opponent': 'Sarah Moras', 'result': 0}, 'January 03, 2015': {'opponent': 'Marion Reneau', 'result': 0}}"
Robert Drysdale,1500.0,"{'July 06, 2014': {'opponent': 'Keith Berish', 'result': 0.5}}"
Keith Berish,1468.0,"{'July 06, 2014': {'opponent': 'Robert Drysdale', 'result': 0.5}, 'December 09, 2016': {'opponent': 'Ryan Janes', 'result': 0}}"
Patrick Walsh,1502.8476526773125,"{'July 06, 2014': {'opponent': 'Daniel Spohn', 'result': 1}, 'February 14, 2015': {'opponent': 'Daniel Kelly', 'result': 0}}"
Daniel Spohn,1470.939003057951,"{'July 06, 2014': {'opponent': 'Patrick Walsh', 'result': 0}}"
Corey Anderson,1593.5004539659499,"{'July 06, 2014': {'opponent': 'Matt Van Buren', 'result': 1}, 'December 06, 2014': {'opponent': 'Justin Jones', 'result': 1}, 'April 18, 2015': {'opponent': 'Gian Villante', 'result': 0}, 'September 05, 2015': {'opponent': 'Jan Blachowicz', 'result': 1}, 'November 07, 2015': {'opponent': 'Fabio Maldonado', 'result': 1}, 'March 05, 2016': {'opponent': 'Tom Lawlor', 'result': 1}, 'May 14, 2016': {'opponent': 'Mauricio Rua', 'result': 0}, 'December 09, 2016': {'opponent': ""Sean O'Connell"", 'result': 1}, 'March 18, 2017': {'opponent': 'Jimi Manuwa', 'result': 0}, 'November 04, 2017': {'opponent': 'Ovince Saint Preux', 'result': 0}, 'April 21, 2018': {'opponent': 'Patrick Cummins', 'result': 1}, 'July 22, 2018': {'opponent': 'Glover Teixeira', 'result': 1}, 'December 29, 2018': {'opponent': 'Ilir Latifi', 'result': 1}, 'November 02, 2019': {'opponent': 'Johnny Walker', 'result': 1}, 'February 15, 2020': {'opponent': 'Jan Blachowicz', 'result': 0}}"
